Ort;Zusatz;Plz;Vorwahl;Bundesland
Graal-Müritz;, Ostseeheilbad;18181;038206;Mecklenburg-Vorpommern
Graal-Müritz;, Ostseeheilbad;18181;038206;Mecklenburg-Vorpommern
Grabau;b Schwarzenbek;21493;04151;Schlewig-Holstein
Grabau;, Kr Stormarn;23845;04537;Schlewig-Holstein
Graben;b Neukirchen a Teisenberg;83364;08666;Bayern
Graben;, Lechfeld;86836;08232;Bayern
Gräben;b Ziesar;14793;033833;Brandenburg
Gräbendorf;b Königs Wusterhausen;15741;033763;Brandenburg
Grabenhäusl;;83364;;Bayern
Graben-Neudorf;;76676;07255;Baden-Württemberg
Grabenstätt;, Chiemsee;83355;08661;Bayern
Grabenstetten;;72582;07382;Baden-Württemberg
Grabenstoffl;;83626;08024;Bayern
Grabko;;03172;035697;Brandenburg
Grabow;b Brandenburg an der Havel;14778;033836;Brandenburg
Grabow;b Belzig;14823;033843;Brandenburg
Grabow;b Wittstock, Dosse;16909;033984;Brandenburg
Grabow;b Pritzwalk;16945;033968;Brandenburg
Grabow;b Röbel;17209;039925;Mecklenburg-Vorpommern
Grabow;, Meckl;19300;038756;Mecklenburg-Vorpommern
Grabow;b Burg b Magdeburg;39291;039223;Sachsen-Anhalt
Grabowhöfe;;17194;039926;Mecklenburg-Vorpommern
Grabsleben;;99869;036202;Thüringen
Gräfelfing;;82166;089;Bayern
Grafenanger;;83358;08667;Bayern
Grafenau;, Württ;71120;07033;Baden-Württemberg
Grafenau;, Niederbay;94481;08552;Bayern
Grafenberg;, Württ;72661;07123;Baden-Württemberg
Gräfenberg;, Oberfr;91322;09192;Bayern
Gräfendhron;;54426;06504;Rheinland-Pfalz
Gräfendorf;b Herzberg, Elster;04916;03535;Brandenburg
Gräfendorf;b Pößneck;07387;03647;Thüringen
Gräfendorf;b Jüterbog;14913;033746;Brandenburg
Gräfendorf;, Unterfr;97782;09357;Bayern
Grafengehaig;;95356;09255;Bayern
Gräfenhain;, Thür;99887;03624;Thüringen
Gräfenhainichen;;06773;034953;Sachsen-Anhalt
Grafenhausen;, Hochschwarzw;79865;07748;Baden-Württemberg
Grafenrheinfeld;;97506;09723;Bayern
Grafenried;b Nittendorf;93161;09404;Bayern
Gräfenroda;;99330;036205;Thüringen
Gräfenthal;;98743;036703;Thüringen
Grafenwiesen;;93479;09941;Bayern
Grafenwöhr;;92655;09641;Bayern
Grafhorst;;38462;05364;Niedersachsen
Gräfinau-Angstedt;;98704;036785;Thüringen
Grafing;b. München;85567;08092;Bayern
Grafling;, Niederbay;94539;0991;Bayern
Grafrath;, Amper;82284;08144;Bayern
Grafschaft;b Bad Neuenahr-Ahrweiler;53501;02641;Rheinland-Pfalz
Grainau;;82491;08821;Bayern
Grainet;;94143;08585;Bayern
Graitschen b Bürgel;;07616;036692;Thüringen
Grambek;;23883;04542;Schlewig-Holstein
Grambin;;17375;039774;Mecklenburg-Vorpommern
Grambow;b Pasewalk;17322;039749;Mecklenburg-Vorpommern
Grambow;b Schwerin, Meckl;19071;0385;Mecklenburg-Vorpommern
Gramkow;;23968;040;Mecklenburg-Vorpommern
Grammendorf;;18513;038334;Mecklenburg-Vorpommern
Grammentin;;17153;039952;Mecklenburg-Vorpommern
Grammow;;18195;038205;Mecklenburg-Vorpommern
Gramnitz;;19230;03883;Mecklenburg-Vorpommern
Gramzow;b Gransee;16775;039861;Brandenburg
Gramzow;, Uckermark;17291;039861;Brandenburg
Gramzow;b Perleberg;19348;03876;Brandenburg
Grana;;06712;03441;Sachsen-Anhalt
Grande;;22946;04154;Schlewig-Holstein
Gräningen;;14715;033878;Brandenburg
Granitwerk Sormitztal;;07343;;Thüringen
Granschütz;;06679;03443;Sachsen-Anhalt
Gransdorf;;54533;06567;Rheinland-Pfalz
Gransebieth;;18513;038334;Mecklenburg-Vorpommern
Gransee;;16775;03306;Brandenburg
Granzin;b Hagenow;19230;03883;Mecklenburg-Vorpommern
Granzin;b Boizenburg;19258;038843;Mecklenburg-Vorpommern
Granzin;b Lübz;19386;038731;Mecklenburg-Vorpommern
Granzow;b Neustadt, Dosse;16866;033977;Brandenburg
Grapen-Stieten;;23996;038424;Mecklenburg-Vorpommern
Grapzow;;17089;03961;Mecklenburg-Vorpommern
Grasberg;b Bremen;28879;04208;Niedersachsen
Grasbrunn;;85630;089;Bayern
Grasellenbach;;64689;06207;Hessen
Grasleben;;38368;05357;Niedersachsen
Graß;b Großhelfendorf;85655;08095;Bayern
Grassau;b Schönewalde;04916;035362;Brandenburg
Grassau;b Stendal;39579;039324;Sachsen-Anhalt
Grassau;, Chiemgau;83224;08641;Bayern
Grattersdorf;;94541;09904;Bayern
Gratze;;16259;033451;Brandenburg
Grauel;;24594;04871;Schlewig-Holstein
Grauingen;;39359;039059;Sachsen-Anhalt
Graustein;;03130;03563;Brandenburg
Grävenwiesbach;;61279;06086;Hessen
Grebbin;;19374;038720;Mecklenburg-Vorpommern
Grebenau;, Hess;36323;06646;Hessen
Grebenhain;;36355;06644;Hessen
Grebenstein;;34393;05674;Hessen
Grebin;;24329;04383;Schlewig-Holstein
Grebs;b Ziesar;14793;;Brandenburg
Grebs;b Lehnin;14797;033830;Brandenburg
Grebs;b Ludwigslust;19294;038754;Mecklenburg-Vorpommern
Greding;;91171;08463;Bayern
Greese;;23970;03841;Mecklenburg-Vorpommern
Grefrath;, Niederrhein;47929;02158;Nordrhein-Westfalen
Greifenberg;, Ammersee;86926;08192;Bayern
Greifenhagen;;06333;034781;Sachsen-Anhalt
Greifenhain;, NL;03116;035602;Brandenburg
Greifenstein;, Hess;35753;06478;Hessen
Greiffenberg;;16278;033334;Brandenburg
Greifswald;, Hansestadt;17489;03834;Mecklenburg-Vorpommern
Greifswald;, Hansestadt;17491;03834;Mecklenburg-Vorpommern
Greifswald;, Hansestadt;17493;03834;Mecklenburg-Vorpommern
Greiling;;83677;08042;Bayern
Greimerath;b Trier;54314;06587;Rheinland-Pfalz
Greimerath;, Eifel;54533;06574;Rheinland-Pfalz
Greimersburg;;56814;02671;Rheinland-Pfalz
Greinach;b Waging a See;83329;08681;Bayern
Greinach;b Weibhausen;83379;08681;Bayern
Greiz;;07973;03661;Thüringen
Gremersdorf;, Holst;23758;04361;Schlewig-Holstein
Gremersdorf-Buchholz;;18461;038320;Mecklenburg-Vorpommern
Gremsdorf;;91350;09193;Bayern
Grenderich;;56858;02673;Rheinland-Pfalz
Grenz;;17291;039857;Brandenburg
Grenzach-Wyhlen;;79639;07624;Baden-Württemberg
Grenzhausen;;23936;03881;Mecklenburg-Vorpommern
Grenzheim;b Perleberg;19348;038785;Brandenburg
Grenzloch;;56130;02603;Rheinland-Pfalz
Greppin;;06803;03494;Sachsen-Anhalt
Greschendorf;;23936;038824;Mecklenburg-Vorpommern
Gresse;;19258;038842;Mecklenburg-Vorpommern
Gressow;;23968;03841;Mecklenburg-Vorpommern
Grethem;;29690;05164;Niedersachsen
Grettstadt;;97508;09729;Bayern
Greußen;;99718;03636;Thüringen
Greußenheim;;97259;09369;Bayern
Greven;b Boizenburg;19258;038842;Mecklenburg-Vorpommern
Greven;, Westf;48268;02571;Nordrhein-Westfalen
Grevenbroich;;41515;02181;Nordrhein-Westfalen
Grevenbroich;;41516;02181;Nordrhein-Westfalen
Grevenbroich;;41517;02181;Nordrhein-Westfalen
Grevenkop;;25361;04824;Schlewig-Holstein
Grevenkrug;;24241;04322;Schlewig-Holstein
Grevenstein;b Grevesmühlen;23936;038824;Mecklenburg-Vorpommern
Grevesmühlen;;23936;03881;Mecklenburg-Vorpommern
Gribbohm;;25596;04827;Schlewig-Holstein
Gribow;;17506;038355;Mecklenburg-Vorpommern
Griebelschied;;55608;06752;Rheinland-Pfalz
Grieben;b Gransee;16775;033086;Brandenburg
Grieben;, Hiddensee;18565;038300;Mecklenburg-Vorpommern
Grieben;b Grevesmühlen;23936;038828;Mecklenburg-Vorpommern
Grieben;b Tangerhütte;39517;039362;Sachsen-Anhalt
Griebo;;06869;034903;Sachsen-Anhalt
Griefstedt;;99638;036375;Thüringen
Gries;, Pfalz;66903;06373;Rheinland-Pfalz
Griesen;, Sachs-Anh;06786;034905;Sachsen-Anhalt
Griesheim;, Hess;64347;06155;Hessen
Griesheim;, Hess;64347;06155;Hessen
Griesheim;b Arnstadt;99326;03629;Thüringen
Griesingen;;89608;07391;Baden-Württemberg
Grießbach;;09435;03725;Sachsen
Grießen;, NL;03172;035696;Brandenburg
Griesstätt;b Wasserburg a Inn;83556;08039;Bayern
Griesstätt;b Großhelfendorf;85655;08095;Bayern
Grillenberg;b Sangerhausen;06528;03464;Sachsen-Anhalt
Grimburg;;54413;06589;Rheinland-Pfalz
Grimma;;04668;03437;Sachsen
Grimme;b Zerbst;39264;039248;Sachsen-Anhalt
Grimmelsberg;, Gem Kirchnüchel;24327;04381;Schlewig-Holstein
Grimmelshausen;;98660;036873;Thüringen
Grimmen;;18507;038326;Mecklenburg-Vorpommern
Grinau;;23847;04501;Schlewig-Holstein
Grischow;b Altentreptow;17089;03969;Mecklenburg-Vorpommern
Gröben;b Weißenfels;06682;034443;Sachsen-Anhalt
Gröben;b Ludwigsfelde;14974;03378;Brandenburg
Gröben;, Gem Amerang;83119;08075;Bayern
Grobengereuth;;07389;036484;Thüringen
Gröbenzell;;82194;08142;Bayern
Gröbern;b Bitterfeld;06773;034955;Sachsen-Anhalt
Gröbers;;06184;034605;Sachsen-Anhalt
Gröbitz;, NL;03238;03531;Brandenburg
Gröbitz;b Weißenfels;06667;034445;Sachsen-Anhalt
Grobleben;;39579;039322;Sachsen-Anhalt
Gröbzig;;06388;034976;Sachsen-Anhalt
Grockstädt;;06268;034461;Sachsen-Anhalt
Gröde;, Hallig;25869;04674;Schlewig-Holstein
Gröden;;04932;035343;Brandenburg
Grödersby;;24376;04642;Schlewig-Holstein
Gröditsch;;15910;035471;Brandenburg
Gröditz;b Riesa;01609;035263;Sachsen
Groitzsch;b Pegau;04539;034296;Sachsen
Grollenhof;;74196;;Baden-Württemberg
Grolsheim;;55459;06727;Rheinland-Pfalz
Grömbach;;72294;07453;Baden-Württemberg
Grömitz;;23743;04562;Schlewig-Holstein
Gröna;;06408;03471;Sachsen-Anhalt
Gronau;(Leine);31028;05182;Niedersachsen
Gronau;(Westf.);48599;02562;Nordrhein-Westfalen
Grönheim;, Gem Molbergen;49696;04479;Niedersachsen
Gröningen;b Oschersleben;39397;039403;Sachsen-Anhalt
Grönwohld;, Kr Stormarn;22956;04154;Schlewig-Holstein
Groptitz;;01594;03525;Sachsen
Groß Ammensleben;;39326;039202;Sachsen-Anhalt
Groß Behnitz;;14641;033239;Brandenburg
Groß Belitz;;18246;038466;Mecklenburg-Vorpommern
Groß Bengerstorf;;19258;038843;Mecklenburg-Vorpommern
Groß Berßen;;49777;05965;Niedersachsen
Groß Beuchow;;03222;03542;Brandenburg
Groß Boden;;23847;04539;Schlewig-Holstein
Groß Bölkow;;18239;038207;Mecklenburg-Vorpommern
Groß Börnecke;;39435;039267;Sachsen-Anhalt
Groß Breese;b Wittenberge, Prignitz;19322;03877;Brandenburg
Groß Briesen;b Belzig;14806;033846;Brandenburg
Groß Brütz;;19071;038874;Mecklenburg-Vorpommern
Groß Buchholz;;19348;03876;Brandenburg
Groß Buchwald;;24582;04322;Schlewig-Holstein
Groß Bünsdorf;;23923;038828;Mecklenburg-Vorpommern
Groß Chüden;;29416;03901;Sachsen-Anhalt
Groß Daberkow;;17348;03967;Mecklenburg-Vorpommern
Groß Disnack;;23911;04544;Schlewig-Holstein
Groß Döbbern;;03058;035608;Brandenburg
Groß Dölln;;17268;039883;Brandenburg
Groß Dratow;;17192;039934;Mecklenburg-Vorpommern
Groß Düben;;02959;035773;Sachsen
Groß Eichholz;;15859;033760;Brandenburg
Groß Eichsen;;19205;038871;Mecklenburg-Vorpommern
Groß Ernsthof;;17440;03836;Mecklenburg-Vorpommern
Groß Flotow;;17219;039928;Mecklenburg-Vorpommern
Groß Fredenwalde;;17268;039887;Brandenburg
Groß Gaglow;;03058;0355;Brandenburg
Groß Garz;;39615;039398;Sachsen-Anhalt
Groß Germersleben;;39398;039408;Sachsen-Anhalt
Groß Gievitz;;17192;039934;Mecklenburg-Vorpommern
Groß Glienicke;;14476;033201;Brandenburg
Groß Godems;;19372;038725;Mecklenburg-Vorpommern
Groß Görnow;;19406;03847;Mecklenburg-Vorpommern
Groß Gottschow;;19348;038784;Brandenburg
Groß Grönau;;23627;04509;Schlewig-Holstein
Groß Haßlow;;16909;03394;Brandenburg
Groß Hauskreuz;;26441;;Niedersachsen
Groß Hundorf;;19217;038872;Mecklenburg-Vorpommern
Groß Ippener;;27243;04224;Niedersachsen
Groß Jehser;;03205;035439;Brandenburg
Groß Kelle;;17207;039931;Mecklenburg-Vorpommern
Groß Kienitz;;15831;033708;Brandenburg
Groß Kiesow;;17495;038353;Mecklenburg-Vorpommern
Groß Kölpin;;17268;039886;Brandenburg
Groß Kölzig;;03159;035600;Brandenburg
Groß Kordshagen;;18442;038231;Mecklenburg-Vorpommern
Groß Köris;;15746;033766;Brandenburg
Groß Krams;;19230;038854;Mecklenburg-Vorpommern
Groß Krankow;;23966;03841;Mecklenburg-Vorpommern
Groß Kreutz;;14550;033207;Brandenburg
Groß Kühren;;19273;038841;Niedersachsen
Groß Kummerfeld;;24626;04393;Schlewig-Holstein
Groß Laasch;;19288;03874;Mecklenburg-Vorpommern
Groß Labenz;;19417;038482;Mecklenburg-Vorpommern
Groß Langerwisch;;16928;03395;Brandenburg
Groß Leine;;15913;03546;Brandenburg
Groß Leppin;;19339;038787;Brandenburg
Groß Leuthen;;15913;035471;Brandenburg
Groß Linde;;19348;03876;Brandenburg
Groß Lindow;;15295;033609;Brandenburg
Groß Lübbenau;;03226;03542;Brandenburg
Groß Lüben;;19336;038791;Brandenburg
Groß Luckow;;17337;039752;Mecklenburg-Vorpommern
Groß Luja;;03130;03563;Brandenburg
Groß Lüsewitz;;18190;038209;Mecklenburg-Vorpommern
Groß Machnow;;15806;03377;Brandenburg
Groß Marzehns;;14823;033848;Brandenburg
Groß Meckelsen;;27419;04282;Niedersachsen
Groß Miltzow;b Oertzenhof, Meckl;17349;03967;Mecklenburg-Vorpommern
Groß Mohrdorf;;18445;038323;Mecklenburg-Vorpommern
Groß Molzahn;;19217;038875;Mecklenburg-Vorpommern
Groß Muckrow;;15868;033673;Brandenburg
Groß Naundorf;b Annaburg;06925;035385;Sachsen-Anhalt
Groß Nemerow;;17094;039605;Mecklenburg-Vorpommern
Groß Neuendorf;, Oderbruch;15324;033478;Brandenburg
Groß Neuleben;;23923;038821;Mecklenburg-Vorpommern
Groß Nieköhr;;17179;039971;Mecklenburg-Vorpommern
Groß Niendorf;b Parchim;19374;0385;Mecklenburg-Vorpommern
Groß Niendorf;, Holst;23816;04552;Schlewig-Holstein
Groß Nienhagen;;18239;038295;Mecklenburg-Vorpommern
Groß Nordende;;25436;04122;Schlewig-Holstein
Groß Oesingen;;29393;05838;Niedersachsen
Groß Offenseth-Aspern;;25355;04123;Schlewig-Holstein
Groß Oßnig;;03058;035608;Brandenburg
Groß Pampau;;21493;04151;Schlewig-Holstein
Groß Pankow;b Pritzwalk;16928;033983;Brandenburg
Groß Pinnow;;16306;033331;Brandenburg
Groß Plasten;;17192;039934;Mecklenburg-Vorpommern
Groß Polzin;;17390;039724;Mecklenburg-Vorpommern
Groß Pravtshagen;;23936;03881;Mecklenburg-Vorpommern
Groß Quenstedt;;38822;039424;Sachsen-Anhalt
Groß Raden;;19406;03847;Mecklenburg-Vorpommern
Groß Rheide;;24872;04627;Schlewig-Holstein
Groß Ridsenow;;18299;038459;Mecklenburg-Vorpommern
Groß Rietz;;15848;033672;Brandenburg
Groß Rode;, Forsthaus;38154;05332;Niedersachsen
Groß Rodensleben;;39167;039293;Sachsen-Anhalt
Groß Roge;;17166;039978;Mecklenburg-Vorpommern
Groß Rönnau;;23795;04551;Schlewig-Holstein
Groß Rosenburg;;39240;039294;Sachsen-Anhalt
Groß Rünz;;19217;038873;Mecklenburg-Vorpommern
Groß Salitz;;19205;038876;Mecklenburg-Vorpommern
Groß Santersleben;;39343;0391;Sachsen-Anhalt
Groß Sarau;;23627;04509;Schlewig-Holstein
Groß Schacksdorf;;03149;035695;Brandenburg
Groß Schauen;;15859;033678;Brandenburg
Groß Schenkenberg;;23860;04508;Schlewig-Holstein
Groß Schierstedt;;06449;03473;Sachsen-Anhalt
Groß Schönebeck;(Schorfheide);16348;033393;Brandenburg
Groß Schoritz;;18574;03838;Mecklenburg-Vorpommern
Groß Schulzendorf;;15806;03378;Brandenburg
Groß Schwansee;;23942;038827;Mecklenburg-Vorpommern
Groß Schwechten;;39579;039328;Sachsen-Anhalt
Groß Schwiesow;;18276;03843;Mecklenburg-Vorpommern
Groß Siemen;;18236;038292;Mecklenburg-Vorpommern
Groß Siemz;;23923;038828;Mecklenburg-Vorpommern
Groß Spiegelberg;;17337;039752;Mecklenburg-Vorpommern
Groß Stieten;;23972;03841;Mecklenburg-Vorpommern
Groß Teetzleben;;17091;03961;Mecklenburg-Vorpommern
Groß Tessin;b Wismar, Meckl;23992;038429;Mecklenburg-Vorpommern
Groß Thurow;;19205;038876;Mecklenburg-Vorpommern
Groß Timkenberg;;19273;038844;Mecklenburg-Vorpommern
Groß Twülpstedt;;38464;05365;Niedersachsen
Groß Vielen;;17217;039921;Mecklenburg-Vorpommern
Groß Vollstedt;;24802;04305;Schlewig-Holstein
Groß Walmstorf;;23948;038428;Mecklenburg-Vorpommern
Groß Warnow;;19357;038788;Brandenburg
Groß Wasserburg;;15910;035473;Brandenburg
Groß Welle;;16866;033977;Brandenburg
Groß Welzin;;19209;038874;Mecklenburg-Vorpommern
Groß Werzin;;19336;038796;Brandenburg
Groß Wieblitz;;29413;039033;Sachsen-Anhalt
Groß Wittensee;;24361;04356;Schlewig-Holstein
Groß Woltersdorf;, Prignitz;16928;03395;Brandenburg
Groß Wüstenfelde;;17168;039975;Mecklenburg-Vorpommern
Groß Ziescht;;15837;033704;Brandenburg
Großaitingen;;86845;08203;Bayern
Großalmerode;;37247;05604;Hessen
Großalsleben;;39387;03949;Sachsen-Anhalt
Großbadegast;;06369;03496;Sachsen-Anhalt
Großbardau;;04668;03437;Sachsen
Großbardorf;;97633;09766;Bayern
Großbarkau;;24245;04302;Schlewig-Holstein
Großbartloff;;37359;036027;Thüringen
Großbeeren;;14979;033701;Brandenburg
Großberndten;;99713;036330;Thüringen
Großbettlingen;;72663;07022;Baden-Württemberg
Großbeuthen;;14974;033731;Brandenburg
Groß-Bieberau;;64401;06162;Hessen
Großbockedra;;07646;036428;Thüringen
Großbodungen;;37345;036077;Thüringen
Großbothen;;04668;034384;Sachsen
Großbottwar;;71723;07148;Baden-Württemberg
Großbreitenbach;;98701;036781;Thüringen
Großbrembach;;99610;036451;Thüringen
Großbrüchter;;99713;036330;Thüringen
Großbundenbach;;66501;06337;Rheinland-Pfalz
Großburschla;, Thür;99830;05655;Thüringen
Großderschau;;16845;033875;Brandenburg
Großdittmannsdorf;;01471;035208;Sachsen
Großdubrau;;02694;035934;Sachsen
Großebersdorf;;07589;036607;Thüringen
Großefehn;;26629;04943;Niedersachsen
Großeibstadt;;97633;09761;Bayern
Grosselfingen;b Hechingen;72415;07476;Baden-Württemberg
Großenaspe;;24623;04327;Schlewig-Holstein
Großenbrode;;23775;04367;Schlewig-Holstein
Großenehrich;;99718;036370;Thüringen
Großengottern;;99991;036022;Thüringen
Großenhain;, Sachs;01558;03522;Sachsen
Großenhof;;23948;03881;Mecklenburg-Vorpommern
Großenkneten;;26197;04435;Niedersachsen
Großen-Luckow;;17166;039933;Mecklenburg-Vorpommern
Großenlüder;;36137;06648;Hessen
Großenlupnitz;;99819;036920;Thüringen
Großenrade;;25712;04825;Schlewig-Holstein
Großensee;, Kr Stormarn;22946;04154;Schlewig-Holstein
Großensee;b Eisenach, Thür;99837;036922;Thüringen
Großenseebach;;91091;09135;Bayern
Großenstein;;07580;036602;Thüringen
Großenwiehe;;24969;04604;Schlewig-Holstein
Großenwörden;;21712;04775;Niedersachsen
Großerkmannsdorf;;01454;03528;Sachsen
Großerlach;;71577;07903;Baden-Württemberg
Großeutersdorf;;07768;036424;Thüringen
Großfahner;;99100;036206;Thüringen
Großfischlingen;;67483;06323;Rheinland-Pfalz
Großfriesen;;08541;03741;Sachsen
Großfriesen;;08541;03741;Sachsen
Groß-Gerau;;64521;06152;Hessen
Großgeschwenda;;07338;036735;Thüringen
Großgörschen;;06686;034444;Sachsen-Anhalt
Großgrimma;;06679;034441;Sachsen-Anhalt
Großhabersdorf;;90613;09105;Bayern
Großhansdorf;;22927;04102;Schlewig-Holstein
Großharrie;;24625;04394;Schlewig-Holstein
Großharthau;;01909;035954;Sachsen
Großharthau-Bühlau;;01909;035954;Sachsen
Großharthau-Schmiedefeld;;01909;035954;Sachsen
Großharthau-Seeligstadt;;01909;035200;Sachsen
Großhartmannsdorf;;09618;037329;Sachsen
Großheide;, Ostfriesl;26532;04936;Niedersachsen
Großheirath;;96269;09565;Bayern
Großhelfendorf;;85655;08095;Bayern
Großhennersdorf;;02747;035873;Sachsen
Großheringen;;99518;036461;Thüringen
Großhesselohe;, Isartal;82049;089;Bayern
Großheubach;;63920;09371;Bayern
Großholbach;;56412;02602;Rheinland-Pfalz
Großhub;;83739;08064;Bayern
Großkampenberg;;54619;06559;Rheinland-Pfalz
Großkarlbach;;67229;06238;Rheinland-Pfalz
Großkarolinenfeld;;83109;08031;Bayern
Großkayna;;06242;034633;Sachsen-Anhalt
Groß-Klessow;;03222;03542;Brandenburg
Großkmehlen;;01990;035755;Brandenburg
Großkochberg;;07407;036743;Thüringen
Großkönigsförde;;24214;04346;Schlewig-Holstein
Großkönigsförderwohld;;24214;04346;Schlewig-Holstein
Großkorbetha;;06688;034446;Sachsen-Anhalt
Großkorga;;06926;035389;Sachsen-Anhalt
Großkoschen;;01968;03573;Brandenburg
Großkrausnik;;03249;035323;Brandenburg
Großkrotzenburg;;63538;06186;Hessen
Großkugel;;06184;0345;Sachsen-Anhalt
Großkundorf;;07980;036623;Thüringen
Großlangenfeld;;54608;06555;Rheinland-Pfalz
Großlangheim;;97320;09325;Bayern
Großlehna;;04420;034205;Sachsen
Großleinungen;;06528;034656;Sachsen-Anhalt
Großliebringen;;99326;03629;Thüringen
Großlittgen;;54534;06575;Rheinland-Pfalz
Großlöbichau;;07751;03641;Thüringen
Großlohra;;99759;036338;Thüringen
Großmaischeid;;56276;02689;Rheinland-Pfalz
Großmannshof;;73345;;Baden-Württemberg
Großmehlra;;99996;036021;Thüringen
Großmehring;;85098;08407;Bayern
Groß-Mehßow;;03205;035435;Brandenburg
Großmölsen;;99198;036203;Thüringen
Großmonra;;99625;03635;Thüringen
Großmühlingen;;39221;039297;Sachsen-Anhalt
Großmutz;;16775;033084;Brandenburg
Großnaundorf;;01936;035955;Sachsen
Großneuhausen;;99625;036372;Thüringen
Großneundorf;;98743;036703;Thüringen
Großniedesheim;;67259;06239;Rheinland-Pfalz
Größnitz;;06632;034464;Sachsen-Anhalt
Großobringen;;99439;03643;Thüringen
Großolbersdorf;;09432;037369;Sachsen
Großörner;;06348;03476;Sachsen-Anhalt
Großostheim;;63762;06026;Bayern
Großpaschleben;;06369;03496;Sachsen-Anhalt
Großpösna;;04463;034297;Sachsen
Großpostwitz;;02692;035938;Sachsen
Großpürschütz;;07751;036424;Thüringen
Großräschen;;01983;035753;Brandenburg
Großrehmühle;;95356;09255;Bayern
Großrheider Ausbau;;24848;;Schlewig-Holstein
Großrheiderfeld;;24848;04624;Schlewig-Holstein
Großrinderfeld;;97950;09344;Baden-Württemberg
Großröda;;04617;03448;Thüringen
Groß-Rohrheim;;68649;06245;Hessen
Großröhrsdorf;, OL;01900;035952;Sachsen
Großromstedt;;99510;036425;Thüringen
Großrosseln;;66352;06809;Saarland
Großrössen;;04895;03535;Brandenburg
Großrückerswalde;;09518;037369;Sachsen
Großrudestedt;;99195;036204;Thüringen
Großschirma;;09603;037328;Sachsen
Großschönau;, Sachs;02779;035841;Sachsen
Großschönau;b Irschenberg;83739;08025;Bayern
Großschwabhausen;;99441;036454;Thüringen
Großschweidnitz;;02708;03585;Sachsen
Großseifen;;56472;02661;Rheinland-Pfalz
Großsolt;;24991;04633;Schlewig-Holstein
Großsteinhausen;;66484;06339;Rheinland-Pfalz
Großthiemig;;04932;035343;Brandenburg
Großtreben-Zwethau;;04886;035386;Sachsen
Groß-Umstadt;;64823;06078;Hessen
Großvargula;;99958;036042;Thüringen
Großwallstadt;;63868;06022;Bayern
Großwechsungen;;99735;036335;Thüringen
Großweil;;82439;08851;Bayern
Großweitzschen;;04720;03431;Sachsen
Großwelsbach;;99947;036043;Thüringen
Großwiesenhof;;92348;09181;Bayern
Großwig;b Torgau;04860;03421;Sachsen
Groß-Wokern;;17166;039978;Mecklenburg-Vorpommern
Großwoltersdorf;;16775;033082;Brandenburg
Großwudicke;;14715;033873;Brandenburg
Großzerlang;;16831;033921;Brandenburg
Großziethen;b Königs Wusterhausen;15831;03379;Brandenburg
Groß-Ziethen;b Eberswalde;16247;033364;Brandenburg
Groß-Ziethen;b Velten;16766;033055;Brandenburg
Groß-Zimmern;;64846;06071;Hessen
Großzöberitz;;06780;034956;Sachsen-Anhalt
Gröst;;06632;034633;Sachsen-Anhalt
Grotenknöll;;24819;;Schlewig-Holstein
Grothusenkoog;;25836;04862;Schlewig-Holstein
Grötsch;;03185;035601;Brandenburg
Grove;;21493;04151;Schlewig-Holstein
Grovehörn;;26802;;Niedersachsen
Groven;, Dithm;25774;04882;Schlewig-Holstein
Grub;b Siegsdorf;83313;;Bayern
Grub;b Neukirchen a Teisenberg;83364;08666;Bayern
Grub;, Gem Amerang;83552;08074;Bayern
Grub;b Irschenberg;83739;08025;Bayern
Grub;a. Forst;96271;09560;Bayern
Grub;b Suhl;98530;036846;Thüringen
Grube;b Perleberg;19336;038791;Brandenburg
Grube;, Holst;23749;04364;Schlewig-Holstein
Grube Alfred;;39240;039291;Sachsen-Anhalt
Grübelsberg;;53547;02683;Rheinland-Pfalz
